Point,timeStamp,Arduino,ADSReference,ADSReferenceVoltage,ads,ADSVoltage,ADSGain,Multimeter
2,2024-03-06 03:33:55,111,16969,1.060657368694113,1769,0.11056587420270395,2,0.11896
3,2024-03-06 03:33:57,5,16998,1.060657368694113,32,0.0015000457777642141,2,0.027482
1,2024-03-06 03:34:53,77,16995,1.06190740684225,1210,0.0741272621845149,2,0.0828
2,2024-03-06 03:34:55,112,16968,1.0605948667867062,1771,0.11044087038789026,2,0.11894
3,2024-03-06 03:34:57,7,16967,1.0609073763237404,31,0.0015000457777642141,2,0.061336
1,2024-03-06 03:35:53,77,16977,1.0620949125644705,1154,0.07243971068453017,2,0.08071
2,2024-03-06 03:35:55,110,16989,1.061157383953368,1777,0.1105033722952971,2,0.12016
3,2024-03-06 03:35:57,7,16969,1.0605323648792992,62,0.0013750419629505295,2,0.062432
1,2024-03-06 03:36:53,72,16986,1.061844904934843,1133,0.07106466872157964,2,0.07957
2,2024-03-06 03:36:55,110,16967,1.0604073610644857,1776,0.11150340281380658,2,0.11901
3,2024-03-06 03:36:57,8,16964,1.0603448591570788,27,0.0013125400555436873,2,0.056102
1,2024-03-06 03:37:53,77,16983,1.0614073915829951,1177,0.07300222785119174,2,0.08121
2,2024-03-06 03:37:55,111,16974,1.061844904934843,1775,0.11119089327677237,2,0.11917
3,2024-03-06 03:37:57,2,16963,1.0601573534348583,27,0.0014375438703573718,2,0.025992
1,2024-03-06 03:38:53,74,16976,1.0615323953978089,1159,0.07350224311044648,2,0.08065
2,2024-03-06 03:38:55,110,16990,1.0620324106570636,1772,0.11069087801751763,2,0.11921
3,2024-03-06 03:38:57,5,16968,1.0604698629718923,24,0.0018125553147984254,2,0.00413
1,2024-03-06 03:39:53,74,16973,1.0607198706015197,1170,0.07300222785119174,2,0.08238
2,2024-03-06 03:39:55,111,16973,1.0609073763237404,1769,0.11069087801751763,2,0.12146
3,2024-03-06 03:39:57,12,16973,1.063782464064455,30,0.0026250801110873747,2,0.058112
1,2024-03-06 03:40:53,76,16971,1.0607823725089267,1177,0.07437726981414228,2,0.08275
2,2024-03-06 03:40:55,111,16973,1.0612823877681814,1776,0.11094088564714501,2,0.11947
3,2024-03-06 03:40:57,7,16969,1.0617199011200293,29,0.002000061037018952,2,0.057352
1,2024-03-06 03:41:53,73,16979,1.0624074221015047,1138,0.07175218970305491,2,0.07964
2,2024-03-06 03:41:55,112,16968,1.0605323648792992,1793,0.11194091616565448,2,0.11951
3,2024-03-06 03:41:57,8,16966,1.0603448591570788,24,0.0014375438703573718,2,0.047532
1,2024-03-06 03:42:53,74,16966,1.0604698629718923,1129,0.07068965727713858,2,0.07866
2,2024-03-06 03:42:55,111,16976,1.061032380138554,1779,0.11106588946195868,2,0.11957
3,2024-03-06 03:42:57,5,16968,1.060657368694113,31,0.0024375743888668477,2,0.04369
1,2024-03-06 03:43:53,79,16973,1.061094882045961,1128,0.06962712485122227,2,0.07786
2,2024-03-06 03:43:55,111,16983,1.0613448896755884,1780,0.11144090090639974,2,0.11968
3,2024-03-06 03:43:57,2,16977,1.0602823572496718,36,0.0020625629444257945,2,0.001656
1,2024-03-06 03:44:53,74,16989,1.060657368694113,1141,0.07137717825861385,2,0.08013
2,2024-03-06 03:44:55,112,16968,1.0604698629718923,1781,0.1112533951841792,2,0.11964
3,2024-03-06 03:44:57,10,16966,1.0608448744163335,23,0.0016875514999847407,2,0.061582
1,2024-03-06 03:45:53,74,16983,1.0605948667867062,1148,0.0710021668141728,2,0.08028
2,2024-03-06 03:45:55,111,16976,1.0609698782311472,1776,0.1112533951841792,2,0.11962
3,2024-03-06 03:45:57,5,16962,1.0612823877681814,23,0.0018750572222052675,2,0.054822
1,2024-03-06 03:46:53,73,16971,1.0617199011200293,1126,0.07043964964751122,2,0.07915
2,2024-03-06 03:46:55,110,16971,1.0608448744163335,1780,0.1112533951841792,2,0.11974
3,2024-03-06 03:46:57,7,16986,1.0609073763237404,21,0.0013125400555436873,2,0.027388
1,2024-03-06 03:48:05,72,16970,1.0605948667867062,1132,0.07081466109195227,2,0.07959
2,2024-03-06 03:48:06,112,16982,1.0605323648792992,1782,0.11237842951750236,2,0.11995
3,2024-03-06 03:48:08,8,16964,1.0604698629718923,37,0.0018125553147984254,2,0.035028
1,2024-03-06 03:49:05,57,16966,1.0604073610644857,871,0.05475167088839381,2,0.0634
2,2024-03-06 03:49:06,112,16968,1.060657368694113,1785,0.11150340281380658,2,0.12206
3,2024-03-06 03:49:08,6,16980,1.0615948973052156,46,0.00250007629627369,2,0.060242
1,2024-03-06 03:49:53,56,16967,1.0607823725089267,833,0.052126590777306435,2,0.06065
2,2024-03-06 03:49:55,113,16967,1.0605948667867062,1785,0.11144090090639974,2,0.12003
3,2024-03-06 03:49:57,6,16964,1.0605323648792992,23,0.003500106814783166,2,0.029308
1,2024-03-06 03:50:53,56,16982,1.061032380138554,853,0.05325162511062959,2,0.0615
2,2024-03-06 03:50:55,111,16970,1.061032380138554,1783,0.11175341044343394,2,0.1201
3,2024-03-06 03:50:57,9,16965,1.0604073610644857,31,0.0016250495925778986,2,0.037134
1,2024-03-06 03:51:53,57,16959,1.0601573534348583,872,0.054501663258766445,2,0.06283
2,2024-03-06 03:51:55,113,17988,1.0604073610644857,1802,0.11162840662862027,2,0.1201
3,2024-03-06 03:51:57,6,16961,1.0601573534348583,26,0.0028750877407147436,2,0.035926
1,2024-03-06 03:52:53,57,16962,1.0604073610644857,890,0.05581420331431013,2,0.06434
2,2024-03-06 03:52:55,112,16963,1.0605323648792992,1785,0.11237842951750236,2,0.12001
3,2024-03-06 03:52:57,14,16959,1.060657368694113,32,0.0016875514999847407,2,0.057892
1,2024-03-06 03:53:53,56,16963,1.061157383953368,859,0.05337662892544328,2,0.06206
2,2024-03-06 03:53:55,112,16972,1.0603448591570788,1785,0.1116909085360271,2,0.12007
3,2024-03-06 03:53:57,16,16960,1.061032380138554,39,0.002750083925901059,2,0.056342
1,2024-03-06 03:54:53,59,16973,1.061157383953368,896,0.055939207129123814,2,0.06429
2,2024-03-06 03:55:06,113,16970,1.0605948667867062,1784,0.11156590472121343,2,0.12007
3,2024-03-06 03:55:08,7,16968,1.0605948667867062,57,0.0018125553147984254,2,0.034948
1,2024-03-06 03:55:53,57,16987,1.0608448744163335,869,0.055189184240241704,2,0.06267
2,2024-03-06 03:55:55,112,16972,1.0607198706015197,1784,0.11162840662862027,2,0.12793
3,2024-03-06 03:55:57,8,16967,1.0604073610644857,28,0.001750053407391583,2,0.038856
1,2024-03-06 03:56:53,58,16968,1.0609698782311472,893,0.055689199499496446,2,0.06434
2,2024-03-06 03:56:55,112,16986,1.0614698934904019,1783,0.11319095431379131,2,0.12062
3,2024-03-06 03:56:57,6,16973,1.0615323953978089,21,0.0014375438703573718,2,0.002576
1,2024-03-06 03:57:53,58,16979,1.0620324106570636,898,0.055189184240241704,2,0.06359
2,2024-03-06 03:57:55,114,16983,1.0605323648792992,1784,0.11150340281380658,2,0.11989
3,2024-03-06 03:57:57,7,16966,1.0604073610644857,30,0.0020625629444257945,2,0.056992
1,2024-03-06 03:58:53,56,16982,1.061032380138554,863,0.05393914609210486,2,0.06178
2,2024-03-06 03:58:55,114,16968,1.0605323648792992,1784,0.11150340281380658,2,0.11988
3,2024-03-06 03:58:57,0,16964,1.0600948515274515,24,0.0015625476851710562,2,0.009028
1,2024-03-06 03:59:53,56,16964,1.0612198858607744,850,1.0602823572496718,2,0.06133
2,2024-03-06 03:59:55,112,16963,1.0604073610644857,1781,0.11150340281380658,2,0.11942
3,2024-03-06 03:59:57,3,16978,1.0607823725089267,33,0.0018750572222052675,2,0.058572
1,2024-03-06 04:00:53,57,16974,1.0602823572496718,877,0.05418915372173223,2,0.06301
2,2024-03-06 04:00:55,112,16961,1.0600948515274515,1778,0.11137839899899289,2,0.11963
3,2024-03-06 04:00:57,8,16958,1.0609698782311472,45,0.0015625476851710562,2,0.056412
1,2024-03-06 04:01:53,57,16965,1.0600323496200446,867,0.054064149906918546,2,0.06246
2,2024-03-06 04:01:55,113,16957,1.0609698782311472,1779,0.11131589709158606,2,0.11971
3,2024-03-06 04:01:57,6,16998,1.0600323496200446,34,0.0013750419629505295,2,0.056422
1,2024-03-06 04:02:53,59,16958,1.060657368694113,883,0.05512668233283487,2,0.06352
2,2024-03-06 04:02:55,116,16962,1.0601573534348583,1779,0.11112839136936552,2,0.11967
3,2024-03-06 04:02:57,5,16969,1.0604073610644857,44,0.0018750572222052675,2,0.009702
1,2024-03-06 04:03:53,55,16966,1.0604073610644857,855,0.053564134647663804,2,0.06219
2,2024-03-06 04:03:55,111,16966,1.0605323648792992,1778,0.1112533951841792,2,0.11956
3,2024-03-06 04:03:57,6,16972,1.0600948515274515,27,0.0013750419629505295,2,0.020356
1,2024-03-06 04:04:53,62,16966,1.0603448591570788,950,0.05943931394390698,2,0.06766
2,2024-03-06 04:04:55,112,16969,1.0605323648792992,1776,0.11112839136936552,2,0.11939
3,2024-03-06 04:04:57,23,16972,1.0605948667867062,36,0.0024375743888668477,2,0.057962
1,2024-03-06 04:05:53,58,16966,1.0604073610644857,898,0.05618921475875118,2,0.0647
2,2024-03-06 04:05:55,112,16969,1.061157383953368,1777,0.11106588946195868,2,0.11954
3,2024-03-06 04:05:57,2,16986,1.0612198858607744,26,0.0024375743888668477,2,0.057942
1,2024-03-06 04:06:53,61,16988,1.0605323648792992,932,0.05831427961058382,2,0.06581
2,2024-03-06 04:06:55,111,16968,1.0604073610644857,1778,0.11100338755455184,2,0.11954
3,2024-03-06 04:06:57,5,16960,1.0601573534348583,23,0.0016250495925778986,2,0.039122
1,2024-03-06 04:07:53,62,16972,1.0615323953978089,952,0.05962681966612751,2,0.06819
2,2024-03-06 04:07:55,111,16964,1.061032380138554,1784,0.11106588946195868,2,0.11953
3,2024-03-06 04:07:57,8,16966,1.0602823572496718,24,0.0016250495925778986,2,0.03338
1,2024-03-06 04:08:53,59,16969,1.0607198706015197,911,0.056251716666158025,2,0.06484
2,2024-03-06 04:08:55,112,16973,1.061782403027436,1791,0.11112839136936552,2,0.11937
3,2024-03-06 04:08:57,6,16965,1.0605323648792992,27,0.0013750419629505295,2,0.060462
1,2024-03-06 04:09:53,56,16968,1.0604698629718923,874,0.055189184240241704,2,0.06307
2,2024-03-06 04:09:55,111,16965,1.0602823572496718,1778,0.11106588946195868,2,0.11951
3,2024-03-06 04:09:57,8,16963,1.060219855342265,23,0.0016875514999847407,2,0.056822
1,2024-03-06 04:10:53,57,16968,1.0616573992126226,877,0.0556266975920896,2,0.06321
2,2024-03-06 04:10:55,112,16976,1.061094882045961,1778,0.11181591235084079,2,0.11949
3,2024-03-06 04:10:57,0,16964,1.0608448744163335,22,0.0015000457777642141,2,0.055832
1,2024-03-06 04:11:53,56,16984,1.061032380138554,865,0.055376689962462235,2,0.06279
2,2024-03-06 04:11:55,111,16968,1.0605948667867062,1778,0.11100338755455184,2,0.11948
3,2024-03-06 04:11:57,6,16960,1.0601573534348583,28,0.0015625476851710562,2,0.043584
1,2024-03-06 04:12:53,56,16966,1.0614698934904019,856,0.053564134647663804,2,0.0621
2,2024-03-06 04:12:55,112,16985,1.061782403027436,1782,0.112128421887875,2,0.12069
3,2024-03-06 04:12:57,5,16978,1.0608448744163335,22,0.0015000457777642141,2,0.058242
1,2024-03-06 04:13:53,56,16963,1.0602823572496718,851,0.05325162511062959,2,0.06185
2,2024-03-06 04:13:55,112,16985,1.0615323953978089,1778,0.11100338755455184,2,0.11959
3,2024-03-06 04:13:57,7,16972,1.0614698934904019,40,0.0015000457777642141,2,0.057702
1,2024-03-06 04:14:53,56,16968,1.0603448591570788,854,0.05381414227729118,2,0.06204
2,2024-03-06 04:14:55,112,16972,1.0608448744163335,1791,0.11119089327677237,2,0.11963
3,2024-03-06 04:14:57,5,16964,1.0603448591570788,30,0.00250007629627369,2,0.035172
1,2024-03-06 04:15:53,57,16986,1.0613448896755884,897,0.05650172429578539,2,0.0646
2,2024-03-06 04:15:55,111,16972,1.060657368694113,1776,0.11119089327677237,2,0.11961
3,2024-03-06 04:15:57,13,16960,1.0599698477126378,28,0.0016250495925778986,2,0.01922
1,2024-03-06 04:16:53,58,16976,1.0605323648792992,891,0.05487667470320749,2,0.06291
2,2024-03-06 04:16:55,332,17000,1.0614073915829951,5057,0.3173221839045381,2,0.21978
3,2024-03-06 04:16:57,50,16965,1.0602823572496718,31,0.0028125858333079012,2,0.058882
1,2024-03-06 04:17:53,58,16973,1.060657368694113,885,0.05525168614764855,2,0.06374
2,2024-03-06 04:17:55,112,16966,1.0605323648792992,1786,0.11200341807306131,2,0.11964
3,2024-03-06 04:17:57,8,16979,1.0607823725089267,24,0.0015625476851710562,2,0.056252
1,2024-03-06 04:18:53,57,16967,1.0602823572496718,890,0.05556419568468276,2,0.06394
2,2024-03-06 04:18:55,112,16964,1.060219855342265,1782,0.11119089327677237,2,0.11961
3,2024-03-06 04:18:57,6,16969,1.0605323648792992,43,0.001250038148136845,2,0.029462
1,2024-03-06 04:19:53,56,16966,1.0605323648792992,911,0.056126712851344344,2,0.06465
2,2024-03-06 04:19:55,110,16965,1.060219855342265,1794,0.11131589709158606,2,0.11965
3,2024-03-06 04:19:57,6,16965,1.0603448591570788,31,0.0018750572222052675,2,0.06247
1,2024-03-06 04:20:53,59,17003,1.0614698934904019,907,0.05712674336985382,2,0.0653
2,2024-03-06 04:20:55,111,16975,1.060657368694113,1780,0.11137839899899289,2,0.11964
3,2024-03-06 04:20:57,8,16964,1.060219855342265,26,0.0015625476851710562,2,0.007676
1,2024-03-06 04:22:05,58,16968,1.0604698629718923,890,0.05556419568468276,2,0.06409
2,2024-03-06 04:22:06,111,16973,1.061844904934843,1776,0.11131589709158606,2,0.1196
3,2024-03-06 04:22:08,5,16969,1.0600323496200446,29,0.0011875362407300027,2,0.034478
1,2024-03-06 04:22:53,58,16984,1.0615323953978089,881,0.05581420331431013,2,0.06366
2,2024-03-06 04:22:55,94,16969,1.0602823572496718,7920,0.49520261238441116,2,0.11963
3,2024-03-06 04:22:57,0,16961,1.0622824182866908,30,0.0016250495925778986,2,0.034628
1,2024-03-06 04:23:53,58,16971,1.060219855342265,910,0.0560642109439375,2,0.06451
2,2024-03-06 04:23:55,111,16966,1.0613448896755884,1777,0.11119089327677237,2,0.11964
3,2024-03-06 04:23:57,1,16981,1.0601573534348583,27,0.001750053407391583,2,0.0073
1,2024-03-06 04:24:53,59,16975,1.0614698934904019,908,0.05650172429578539,2,0.06507
2,2024-03-06 04:24:55,112,16968,1.0607198706015197,1781,0.11312845240638447,2,0.11971
3,2024-03-06 04:24:57,4,16960,1.0607823725089267,23,0.0019375591296121098,2,0.014906
1,2024-03-06 04:25:53,60,16967,1.0605323648792992,911,0.05718924527726066,2,0.06546
2,2024-03-06 04:25:55,112,16964,1.0604073610644857,1782,0.11144090090639974,2,0.11978
3,2024-03-06 04:25:57,2,16961,1.0600948515274515,31,0.0014375438703573718,2,0.057352
1,2024-03-06 04:26:53,59,16982,1.060657368694113,897,0.05650172429578539,2,0.06451
2,2024-03-06 04:26:55,111,16964,1.0602823572496718,1784,0.11137839899899289,2,0.11984
3,2024-03-06 04:26:57,6,16959,1.0599698477126378,21,0.0019375591296121098,2,0.044752
1,2024-03-06 04:27:53,58,16966,1.0604073610644857,899,0.056126712851344344,2,0.06458
2,2024-03-06 04:27:55,111,16970,1.0605948667867062,1799,0.11150340281380658,2,0.11987
3,2024-03-06 04:27:57,6,16959,1.059907345805231,28,0.0015000457777642141,2,0.020674
1,2024-03-06 04:28:53,58,16964,1.0602823572496718,898,0.05531418805505539,2,0.06367
2,2024-03-06 04:28:55,114,16974,1.0609698782311472,1789,0.11200341807306131,2,0.11994
3,2024-03-06 04:28:57,7,16961,1.0605948667867062,41,0.002000061037018952,2,0.018376
1,2024-03-06 04:29:53,59,16967,1.0603448591570788,901,0.05737675099948119,2,0.06484
2,2024-03-06 04:29:55,113,16963,1.0605948667867062,1785,0.11156590472121343,2,0.12154
3,2024-03-06 04:29:57,7,16959,1.061032380138554,42,0.0014375438703573718,2,0.056512
1,2024-03-06 04:30:53,61,16966,1.0613448896755884,957,0.05956431775872067,2,0.06712
2,2024-03-06 04:30:55,111,16964,1.0604073610644857,1789,0.11181591235084079,2,0.12018
3,2024-03-06 04:30:57,14,16958,1.0604698629718923,21,0.0016250495925778986,2,0.052412
1,2024-03-06 04:31:53,60,17003,1.0605948667867062,916,0.05737675099948119,2,0.06555
2,2024-03-06 04:31:55,111,16967,1.0617199011200293,1803,0.11162840662862027,2,0.12017
3,2024-03-06 04:31:57,6,16960,1.0604073610644857,23,0.0016250495925778986,2,0.008448
1,2024-03-06 04:32:53,58,16966,1.0602823572496718,915,0.056814233832819604,2,0.06521
2,2024-03-06 04:32:55,112,16967,1.0608448744163335,1788,0.11175341044343394,2,0.12026
3,2024-03-06 04:32:57,6,16962,1.061032380138554,48,0.0016250495925778986,2,0.015606
1,2024-03-06 04:33:53,60,16984,1.0605948667867062,915,0.05712674336985382,2,0.06539
2,2024-03-06 04:33:55,112,16966,1.0614073915829951,1821,0.11194091616565448,2,0.12072
3,2024-03-06 04:33:57,7,16959,1.0600948515274515,552,0.0018125553147984254,2,0.056092
1,2024-03-06 04:34:53,61,16964,1.0604073610644857,910,0.05668923001800592,2,0.06497
2,2024-03-06 04:34:55,112,16969,1.0604698629718923,1791,0.1116909085360271,2,0.12025
3,2024-03-06 04:34:57,6,16975,1.060219855342265,20,0.0039376201666310616,2,0.058462
1,2024-03-06 04:35:53,62,16967,1.0603448591570788,960,0.05912680440687277,2,0.06743
2,2024-03-06 04:35:55,113,16964,1.0602823572496718,1789,0.11187841425824763,2,0.12027
3,2024-03-06 04:35:57,7,16972,1.061157383953368,43,0.0011875362407300027,2,0.019878
1,2024-03-06 04:36:53,61,16965,1.0601573534348583,938,0.0588767967772454,2,0.067
2,2024-03-06 04:36:55,113,16999,1.061157383953368,1778,0.1105033722952971,2,0.11873
3,2024-03-06 04:36:57,10,16974,1.0602823572496718,42,0.0015625476851710562,2,0.01007
1,2024-03-06 04:37:53,61,16972,1.0607198706015197,976,0.06131437116611225,2,0.06928
2,2024-03-06 04:37:55,112,16969,1.0605323648792992,1767,0.11044087038789026,2,0.15495
3,2024-03-06 04:37:57,7,16969,1.0605323648792992,27,0.0013750419629505295,2,0.060412
1,2024-03-06 04:38:53,58,16974,1.0612198858607744,926,0.057876766258735925,2,0.06649
2,2024-03-06 04:38:55,111,16977,1.0612198858607744,1767,0.113315958128605,2,0.11884
3,2024-03-06 04:38:57,6,16968,1.0616573992126226,26,0.0019375591296121098,2,0.064042
1,2024-03-06 04:39:53,60,16974,1.061032380138554,929,0.05812677388836329,2,0.06681
2,2024-03-06 04:39:55,113,16971,1.0607198706015197,1781,0.11131589709158606,2,0.11879
3,2024-03-06 04:39:57,7,16973,1.0608448744163335,20,0.0015625476851710562,2,0.036678
1,2024-03-06 04:40:53,61,16973,1.0609698782311472,944,0.05918930631427961,2,0.0675
2,2024-03-06 04:40:55,112,16974,1.061782403027436,1766,0.1105033722952971,2,0.11879
3,2024-03-06 04:40:57,6,16969,1.0605323648792992,30,0.001750053407391583,2,0.01502
1,2024-03-06 04:41:53,63,16973,1.061844904934843,954,0.05962681966612751,2,0.0681
2,2024-03-06 04:41:55,113,16974,1.061782403027436,1764,0.11056587420270395,2,0.11889
3,2024-03-06 04:41:57,8,16979,1.0614698934904019,30,0.002250068666646321,2,0.059292
1,2024-03-06 04:42:53,62,16976,1.0609698782311472,951,0.05925180822168646,2,0.06758
2,2024-03-06 04:42:55,105,16975,1.0609073763237404,1768,0.11031586657307658,2,0.11887
3,2024-03-06 04:42:57,6,16970,1.0614073915829951,40,0.002687582018494217,2,0.058862
1,2024-03-06 04:43:53,63,16974,1.0608448744163335,970,0.06056434827723014,2,0.06855
2,2024-03-06 04:43:55,110,16974,1.061844904934843,1765,0.1105033722952971,2,0.11883
3,2024-03-06 04:43:57,6,16989,1.0612198858607744,38,0.0025625782036805323,2,0.05853
1,2024-03-06 04:44:53,63,16977,1.061032380138554,987,0.061251869258705405,2,0.06965
2,2024-03-06 04:44:55,111,16976,1.061032380138554,1764,0.11025336466566973,2,0.11882
3,2024-03-06 04:44:57,7,16973,1.0612823877681814,30,0.0018750572222052675,2,0.032376
1,2024-03-06 04:45:53,62,16974,1.0608448744163335,964,0.05925180822168646,2,0.06782
2,2024-03-06 04:45:55,115,16974,1.0605948667867062,1779,0.11025336466566973,2,0.11952
3,2024-03-06 04:45:57,6,16961,1.0613448896755884,35,0.0015625476851710562,2,0.056792
1,2024-03-06 04:46:53,61,16969,1.0607823725089267,986,0.06143937498092593,2,0.06964
2,2024-03-06 04:46:55,110,16971,1.060657368694113,1768,0.11031586657307658,2,0.11877
3,2024-03-06 04:46:57,5,16961,1.0601573534348583,22,0.0016250495925778986,2,0.056032
1,2024-03-06 04:47:53,63,16981,1.0629074373607592,988,0.06193939024018067,2,0.07061
2,2024-03-06 04:47:55,111,16984,1.061844904934843,1765,0.11025336466566973,2,0.11872
3,2024-03-06 04:47:57,6,16963,1.060219855342265,32,0.0013750419629505295,2,0.003702
1,2024-03-06 04:48:53,65,16969,1.0603448591570788,1026,0.06337693411053805,2,0.0716
2,2024-03-06 04:48:55,111,16987,1.0616573992126226,1778,0.11031586657307658,2,0.1187
3,2024-03-06 04:48:57,8,16965,1.0604073610644857,32,0.0016250495925778986,2,0.01315
1,2024-03-06 04:49:53,64,16969,1.060657368694113,978,0.06118936735129856,2,0.06966
2,2024-03-06 04:49:55,109,16990,1.0609073763237404,1779,0.11031586657307658,2,0.11886
3,2024-03-06 04:49:57,5,16969,1.0607823725089267,20,0.0016875514999847407,2,0.062242
1,2024-03-06 04:51:05,65,16982,1.0607823725089267,1027,0.06381444746238595,2,0.07227
2,2024-03-06 04:51:06,111,16982,1.061782403027436,1765,0.11012836085085605,2,0.1188
3,2024-03-06 04:51:08,6,16972,1.0604698629718923,43,0.0021875667592394787,2,0.03267
1,2024-03-06 04:51:53,64,16970,1.061094882045961,980,0.061376873073519085,2,0.06984
2,2024-03-06 04:51:55,109,16972,1.0612823877681814,1767,0.11044087038789026,2,0.11888
3,2024-03-06 04:51:57,6,16968,1.0616573992126226,40,0.002000061037018952,2,0.023018
1,2024-03-06 04:52:53,62,16968,1.0608448744163335,975,0.062001892147587515,2,0.06981
2,2024-03-06 04:52:55,110,16982,1.0602823572496718,1764,0.1112533951841792,2,0.11881
3,2024-03-06 04:52:57,8,16977,1.0603448591570788,28,0.002000061037018952,2,0.042956
1,2024-03-06 04:53:53,63,16977,1.061844904934843,1003,0.062439405499435406,2,0.07137
2,2024-03-06 04:53:55,111,16968,1.0607198706015197,1767,0.11031586657307658,2,0.11808
3,2024-03-06 04:53:57,41,16973,1.0614698934904019,34,0.0026250801110873747,2,0.000746
1,2024-03-06 04:54:53,61,16985,1.0614698934904019,941,0.05900180059205909,2,0.0672
2,2024-03-06 04:54:55,111,16972,1.061157383953368,1766,0.1112533951841792,2,0.11883
3,2024-03-06 04:54:57,26,16982,1.061157383953368,23,0.0026250801110873747,2,0.057022
1,2024-03-06 04:55:54,64,16990,1.0620324106570636,984,0.06193939024018067,2,0.06987
2,2024-03-06 04:55:55,111,16973,1.0607823725089267,1773,0.1101908627582629,2,0.11874
3,2024-03-06 04:55:57,12,16966,1.0603448591570788,30,0.0018125553147984254,2,0.039862
1,2024-03-06 04:56:54,62,16973,1.0615323953978089,942,0.05850178533280435,2,0.0666
2,2024-03-06 04:56:55,110,16993,1.0621574144718773,1765,0.1101908627582629,2,0.20643
3,2024-03-06 04:56:57,1,16969,1.061157383953368,26,0.0014375438703573718,2,0.01076
1,2024-03-06 04:57:53,60,16971,1.0607823725089267,928,0.05837678151799067,2,0.06648
2,2024-03-06 04:57:55,111,16970,1.0607198706015197,1771,0.11069087801751763,2,0.11867
3,2024-03-06 04:57:57,0,16968,1.0603448591570788,22,0.0014375438703573718,2,0.062082
1,2024-03-06 04:58:54,60,16965,1.0607198706015197,910,0.05693923764763329,2,0.06537
2,2024-03-06 04:58:55,111,16971,1.0612198858607744,1767,0.11006585894344921,2,0.11855
3,2024-03-06 04:58:57,6,16967,1.0609698782311472,51,0.002750083925901059,2,0.058152
1,2024-03-06 04:59:53,60,16972,1.0605948667867062,920,0.05750175481429487,2,0.06586
2,2024-03-06 05:00:06,112,16964,1.061157383953368,1759,0.11025336466566973,2,0.11856
3,2024-03-06 05:00:08,5,16972,1.0614698934904019,30,0.001750053407391583,2,0.039448
1,2024-03-06 05:00:53,57,16972,1.0603448591570788,880,0.05487667470320749,2,0.06311
2,2024-03-06 05:00:55,116,16977,1.0604073610644857,1767,0.11044087038789026,2,0.11906
3,2024-03-06 05:00:57,5,16961,1.0602823572496718,27,0.0013125400555436873,2,0.01475
1,2024-03-06 05:01:53,62,16961,1.0604698629718923,906,0.057001739555040135,2,0.06474
2,2024-03-06 05:01:55,110,16968,1.0615323953978089,1762,0.11000335703604236,2,0.1214
3,2024-03-06 05:01:57,6,16976,1.0609698782311472,52,0.001750053407391583,2,0.057422
1,2024-03-06 05:02:54,59,16963,1.0605948667867062,912,0.05662672811059908,2,0.06469
2,2024-03-06 05:02:55,114,16980,1.0607823725089267,1772,0.1101908627582629,2,0.11862
3,2024-03-06 05:02:57,0,16961,1.0601573534348583,29,0.0014375438703573718,2,0.057642
1,2024-03-06 05:03:54,61,16981,1.0603448591570788,925,0.057876766258735925,2,0.06606
2,2024-03-06 05:03:55,111,16962,1.0600948515274515,1760,0.10987835322122867,2,0.11847
3,2024-03-06 05:03:57,8,16979,1.060219855342265,34,0.0013750419629505295,2,0.035792
1,2024-03-06 05:04:53,59,16963,1.0614698934904019,902,0.056439222388378556,2,0.06505
2,2024-03-06 05:04:55,110,16966,1.0604698629718923,1760,0.10994085512863552,2,0.11845
3,2024-03-06 05:04:57,6,16971,1.059907345805231,23,0.0013750419629505295,2,0.043416
1,2024-03-06 05:05:54,60,16963,1.0603448591570788,902,0.05718924527726066,2,0.0649
2,2024-03-06 05:05:55,110,16960,1.0603448591570788,1760,0.10987835322122867,2,0.12922
3,2024-03-06 05:05:57,0,16956,1.0600323496200446,22,0.0018125553147984254,2,0.065162
1,2024-03-06 05:07:05,60,16961,1.0609073763237404,927,0.05812677388836329,2,0.06538
2,2024-03-06 05:07:06,110,16956,1.059907345805231,1764,0.11006585894344921,2,0.11827
3,2024-03-06 05:07:08,6,16947,1.0595323343607899,26,0.0013125400555436873,2,0.026048
1,2024-03-06 05:07:54,59,16957,1.0605323648792992,927,0.05762675862910856,2,0.06608
2,2024-03-06 05:07:55,110,16961,1.0600323496200446,1771,0.11081588183233132,2,0.11832
3,2024-03-06 05:07:57,6,16970,1.0607198706015197,22,0.0015625476851710562,2,0.053812
1,2024-03-06 05:08:54,59,16976,1.059907345805231,918,0.057314249092074346,2,0.06592
2,2024-03-06 05:08:55,111,16954,1.059844843897824,1755,0.11075337992492447,2,0.11829
3,2024-03-06 05:08:57,8,16951,1.0594073305459761,26,0.0016875514999847407,2,0.02034
1,2024-03-06 05:09:53,60,16961,1.0603448591570788,945,0.05912680440687277,2,0.06669
2,2024-03-06 05:09:55,111,16956,1.059782341990417,1761,0.10987835322122867,2,0.11837
3,2024-03-06 05:09:57,7,16953,1.0605948667867062,23,0.002312570574053163,2,0.064732
1,2024-03-06 05:10:53,59,16956,1.059782341990417,905,0.05668923001800592,2,0.06448
2,2024-03-06 05:10:55,111,16973,1.060219855342265,1774,0.11094088564714501,2,0.11838
3,2024-03-06 05:10:57,8,16965,1.0597198400830106,38,0.002750083925901059,2,0.058762
1,2024-03-06 05:11:54,60,16956,1.0596573381756036,921,0.05756425672170171,2,0.06609
